,股票代码,股票简称,关注,最新价
702,SZ000100,TCL科技,18,4.86
703,SH601319,中国人保,18,5.05
704,SH603716,塞力医疗,18,7.35
705,SH688680,海优新材,17,41.33
706,SH600685,中船防务,17,25.19
707,SH600863,内蒙华电,17,4.81
708,SH600795,国电电力,17,5.29
709,SZ301169,零点有数,17,36.56
710,SZ301270,汉仪股份,17,27.27
711,SH605333,沪光股份,17,23.73
712,SZ002043,兔宝宝,17,9.6
713,SH600127,金健米业,17,7.04
714,SZ000921,海信家电,17,34.49
715,SZ301380,挖金客,17,34.01
716,SZ002983,芯瑞达,17,22.32
717,SH688357,建龙微纳,17,37.28
718,SZ300814,中富电路,17,27.8
719,BJ870199,倍益康,17,13.48
720,SZ301211,亨迪药业,17,16.99
721,SZ002821,凯莱英,17,77.2
722,SZ002632,道明光学,17,7.72
723,SH603999,读者传媒,17,5.67
724,SZ002177,御银股份,17,3.6
725,SH601162,天风证券,17,2.85
726,SZ002217,合力泰,17,1.59
727,SZ000831,中国稀土,17,29.15
728,SZ000950,重药控股,17,5.15
729,SH688179,阿拉丁,17,16.0
730,SH600176,中国巨石,17,10.49
731,SZ000638,万方发展,17,5.08
732,SZ301022,海泰科,17,27.55
733,SZ301205,联特科技,17,85.57
734,SH600523,贵航股份,17,11.11
735,SH601901,方正证券,17,7.76
736,SZ002748,世龙实业,17,8.67
737,SZ300529,健帆生物,17,22.89
738,SZ000056,皇庭国际,17,2.49
739,SZ002597,金禾实业,17,21.81
740,SH603344,星德胜,17,29.27
741,SH601006,大秦铁路,17,7.51
742,SZ300499,高澜股份,17,11.26
743,SZ300514,友讯达,17,14.28
744,SZ002919,名臣健康,17,20.99
745,SH600021,上海电力,17,9.12
746,SZ002008,大族激光,17,18.26
747,SH600703,三安光电,17,11.56
748,SH603023,威帝股份,17,3.32
749,SH600741,华域汽车,17,17.33
750,SZ301111,粤万年青,17,16.56
751,SZ301021,英诺激光,17,17.02
752,SZ000151,中成股份,17,10.22
753,SZ002843,泰嘉股份,17,17.09
754,SH603258,电魂网络,17,17.53
755,SZ001289,龙源电力,17,18.06
756,SZ002767,先锋电子,17,12.5
757,SZ002988,豪美新材,17,18.79
758,SZ300769,德方纳米,17,37.3
759,SZ002240,盛新锂能,17,19.7
760,SZ002353,杰瑞股份,17,32.41
761,SH601061,中信金属,17,9.01
762,BJ831175,派诺科技,17,12.6
763,SZ002095,生意宝,16,14.53
764,SZ002150,通润装备,16,13.25
765,SZ300964,本川智能,16,31.5
766,SZ002864,盘龙药业,16,27.76
767,SH600615,丰华股份,16,12.15
768,SZ002782,可立克,16,10.53
769,SH603158,腾龙股份,16,7.63
770,SH600118,中国卫星,16,23.89
771,SH600303,ST曙光,16,3.88
772,SZ301091,深城交,16,36.6
773,SH600977,中国电影,16,11.68
774,SZ301382,蜂助手,16,27.32
775,SZ000408,藏格矿业,16,32.08
776,SZ300124,汇川技术,16,58.63
777,SZ300411,金盾股份,16,12.08
778,SZ001368,通达创智,16,22.67
779,SH688535,华海诚科,16,66.42
780,SZ300657,弘信电子,16,18.4
781,SZ002796,世嘉科技,16,10.25
782,SZ300878,维康药业,16,18.44
783,SH601599,浙文影业,16,3.5
784,SH605399,晨光新材,16,13.84
785,SH605228,神通科技,16,10.35
786,SH600322,津投城开,16,1.72
787,SZ300050,世纪鼎利,16,3.29
788,SH603345,安井食品,16,81.86
789,SH601377,兴业证券,16,5.32
790,SZ300979,华利集团,16,63.0
791,SZ002272,川润股份,16,5.68
792,SZ300757,罗博特科,16,111.55
793,SZ000995,皇台酒业,16,11.67
794,SZ000715,中兴商业,16,7.58
795,SH600814,杭州解百,16,6.67
796,SZ000532,华金资本,16,10.49
797,SH600699,均胜电子,16,16.54
798,SH603538,美诺华,16,13.54
799,SH600692,亚通股份,16,5.15
800,SZ002338,奥普光电,16,27.02
801,SZ002294,信立泰,16,28.94
802,SZ300990,同飞股份,16,33.11
803,SH601801,皖新传媒,16,7.47
804,SH600592,龙溪股份,16,10.0
805,SZ300127,银河磁体,16,17.51
806,SH600975,新五丰,16,9.1
807,SZ002846,英联股份,16,8.43
808,SH603283,赛腾股份,16,69.75
809,SZ300188,国投智能,16,12.95
810,SZ002568,百润股份,16,20.87
811,SH603799,华友钴业,16,30.5
812,SZ300456,赛微电子,16,18.45
813,SZ300080,易成新能,15,4.33
814,SZ002903,宇环数控,15,18.22
815,SH603388,元成股份,15,5.74
816,SZ001328,登康口腔,15,21.87
817,SZ300131,英唐智控,15,5.05
818,SZ002641,公元股份,15,4.9
819,SZ300143,盈康生命,15,8.03
820,SH603848,好太太,15,14.62
821,SH601021,春秋航空,15,58.36
822,SZ002298,中电兴发,15,5.11
823,SH601898,中煤能源,15,11.83
824,SH600355,精伦电子,15,3.69
825,SH605258,协和电子,15,20.15
826,SZ000917,电广传媒,15,5.73
827,SZ000810,创维数字,15,10.29
828,SZ301016,雷尔伟,15,17.22
829,SH603199,九华旅游,15,39.32
830,SH600751,海航科技,15,2.26
831,SH600691,阳煤化工,15,2.49
832,SH688207,格灵深瞳,15,13.1
833,SZ002735,王子新材,15,10.8
834,SZ300643,万通智控,15,10.22
835,SZ300269,联建光电,15,4.19
836,SZ002681,奋达科技,15,4.37
837,SH688235,百济神州-U,15,125.19
838,SH603696,安记食品,15,9.0
839,SZ002186,全聚德,15,11.28
840,SH603869,新智认知,15,7.45
841,SZ002343,慈文传媒,15,8.15
842,SH601689,拓普集团,15,55.0
843,SZ200869,张裕B,15,9.58
844,SZ301095,广立微,15,50.61
845,SZ000933,神火股份,15,24.65
846,SZ000546,金圆股份,15,5.75
847,SZ300238,冠昊生物,15,9.89
848,SH603879,永悦科技,15,5.68
849,SH601022,宁波远洋,15,9.36
850,SZ000710,贝瑞基因,15,8.32
851,SZ002806,华锋股份,15,9.54
852,SH600446,金证股份,15,11.31
853,SH600165,ST宁科,15,2.48
854,SH605286,同力日升,15,21.94
855,SZ000807,云铝股份,15,14.76
856,SH601456,国联证券,15,10.28
857,SH600732,爱旭股份,15,13.78
858,SZ301318,维海德,15,45.05
859,SZ301361,众智科技,15,19.34
860,SZ301381,赛维时代,15,25.48
861,SZ301052,果麦文化,15,29.93
862,SH603488,展鹏科技,15,8.55
863,SZ300713,英可瑞,15,13.3
864,SH688180,君实生物-U,15,25.86
865,SH603810,丰山集团,15,11.77
866,SZ300444,双杰电气,15,5.9
867,SH603939,益丰药房,15,42.83
868,SH603966,法兰泰克,15,8.23
869,SH688696,极米科技,15,83.39
870,SZ301293,三博脑科,15,57.25
871,SH688410,山外山,15,24.57
872,SZ301388,欣灵电气,15,21.79
873,SZ000786,北新建材,15,29.09
874,SH600825,新华传媒,15,4.73
875,SZ000878,云南铜业,15,14.31
876,SZ301398,星源卓镁,15,47.58
877,SH600661,昂立教育,15,9.97
878,SH600667,太极实业,15,6.56
879,SH601928,凤凰传媒,15,10.94
880,SH603529,爱玛科技,15,30.91
881,SH601155,新城控股,15,8.38
882,SZ300450,先导智能,15,23.24
883,SZ000892,欢瑞世纪,14,2.97
884,SH600114,东睦股份,14,14.0
885,SH601598,中国外运,14,6.31
886,SZ301238,瑞泰新材,14,20.53
887,SH688548,广钢气体,14,9.75
888,SZ300075,数字政通,14,13.96
889,SZ000065,北方国际,14,11.17
890,SZ000762,西藏矿业,14,22.84
891,SZ300533,冰川网络,14,20.09
892,SH601116,三江购物,14,9.51
893,SZ002769,普路通,14,6.46
894,SZ002366,融发核电,14,4.49
895,SZ300941,创识科技,14,17.35
896,SZ002199,东晶电子,14,6.29
897,SH600360,华微电子,14,6.02
898,SZ002035,华帝股份,14,6.45
899,SZ000829,天音控股,14,8.24
900,SH601500,通用股份,14,5.75
901,SZ301138,华研精机,14,26.14
902,SH603600,永艺股份,14,12.96
903,SZ301379,天山电子,14,22.91
904,SZ300093,金刚光伏,14,16.25
905,SH601958,金钼股份,14,11.89
906,SZ002747,埃斯顿,14,17.21
907,SZ300290,荣科科技,14,8.23
908,SZ002660,茂硕电源,14,8.31
909,SH601163,三角轮胎,14,17.31
910,SH688733,壹石通,14,19.74
911,SZ002270,华明装备,14,20.41
912,SZ300951,博硕科技,14,37.59
913,SH600346,恒力石化,14,15.2
914,SH600177,雅戈尔,14,7.23
915,SH600754,锦江酒店,14,29.68
916,SH600763,通策医疗,14,55.63
917,SZ300226,上海钢联,14,20.7
918,SZ000733,振华科技,14,46.89
919,SZ000620,*ST新联,14,1.8
920,SH688120,华海清科,14,159.4
921,SZ002861,瀛通通讯,14,10.04
922,SZ002927,泰永长征,14,12.06
923,SZ300457,赢合科技,14,16.29
924,SZ002223,鱼跃医疗,14,34.75
925,SZ002451,摩恩电气,14,6.67
926,SZ300854,中兰环保,14,12.27
927,SZ301267,华厦眼科,14,25.61
928,SZ300161,华中数控,14,29.3
929,SZ301448,开创电气,14,24.95
930,SH603333,尚纬股份,14,4.66
931,SH605028,世茂能源,14,16.7
932,SH600229,城市传媒,14,7.55
933,SH688110,东芯股份,14,22.01
934,SH688507,索辰科技,14,80.82
935,SZ300458,全志科技,14,18.76
936,SZ300303,聚飞光电,14,4.79
937,SZ002410,广联达,14,10.32
938,SH601168,西部矿业,14,20.36
939,SZ300674,宇信科技,14,12.6
940,SZ300788,中信出版,14,27.16
941,SZ002347,泰尔股份,14,4.76
942,SZ300573,兴齐眼药,14,224.0
943,SZ300088,长信科技,14,5.01
944,SH600742,一汽富维,14,8.42
945,SH600373,中文传媒,14,14.56
946,SZ000937,冀中能源,14,7.93
947,SH601921,浙版传媒,14,8.63
948,SH601336,新华保险,14,27.92
949,SZ002709,天赐材料,14,24.16
950,SZ300881,盛德鑫泰,14,27.0
951,SZ002457,青龙管业,14,7.73
952,SH601156,东航物流,14,17.27
953,SZ002461,珠江啤酒,14,7.77
954,SH688248,南网科技,14,26.8
955,SZ300607,拓斯达,14,12.5
956,SH603988,中电电机,14,12.27
957,SZ000039,中集集团,14,9.5
958,SZ300965,恒宇信通,14,31.56
959,SH600460,士兰微,13,18.6
960,SH600489,中金黄金,13,14.0
961,SH600335,国机汽车,13,7.13
962,SH688390,固德威,13,106.68
963,SZ000506,中润资源,13,6.93
964,SH603369,今世缘,13,56.27
965,SZ300316,晶盛机电,13,31.58
966,SZ002992,宝明科技,13,43.18
967,SZ001360,南矿集团,13,14.48
968,SZ300170,汉得信息,13,6.09
969,SH603075,热威股份,13,21.1
970,SZ000014,沙河股份,13,10.84
971,SH603789,星光农机,13,9.22
972,SH603858,步长制药,13,16.47
973,SZ300856,科思股份,13,85.37
974,SZ300782,卓胜微,13,93.74
975,SH603829,洛凯股份,13,13.39
976,SH603290,斯达半导,13,143.4
977,SH601118,海南橡胶,13,5.05
978,SZ002192,融捷股份,13,39.03
979,SZ001316,润贝航科,13,28.89
980,SZ300753,爱朋医疗,13,12.35
981,SZ002121,科陆电子,13,4.17
982,SZ301277,新天地,13,17.22
983,SZ301103,何氏眼科,13,25.66
984,SH603190,亚通精工,13,24.8
985,SZ301320,豪江智能,13,15.24
986,SH600884,杉杉股份,13,11.8
987,SZ002920,德赛西威,13,131.92
988,SZ000592,平潭发展,13,2.12
989,SH605488,福莱新材,13,14.81
990,SZ002440,闰土股份,13,6.34
991,SZ300461,田中精机,13,17.08
992,SZ002520,日发精机,13,5.57
993,SZ300864,南大环境,13,19.64
994,SH605319,无锡振华,13,21.9
995,SH600186,莲花健康,13,4.31
996,SZ301316,慧博云通,13,17.05
997,SZ301396,宏景科技,13,20.4
998,SH600963,岳阳林纸,13,4.82
999,SZ003021,兆威机电,13,56.02
1000,SH600186,莲花健康,13,4.31
1001,SZ300413,芒果超媒,13,22.94
1002,SZ300917,特发服务,13,22.65
1003,SZ002130,沃尔核材,13,10.67
1004,SZ003025,思进智能,13,12.11
1005,SZ301181,标榜股份,13,21.65
1006,SH603011,合锻智能,13,7.83
1007,SH605069,正和生态,13,7.66
1008,SZ301261,恒工精密,13,42.75
1009,SZ300047,天源迪科,13,7.32
1010,SH600559,老白干酒,13,18.15
1011,SZ002848,高斯贝尔,13,8.51
1012,SZ300554,三超新材,13,22.15
1013,SZ300709,精研科技,13,29.88
1014,SZ002273,水晶光电,13,13.91
1015,SZ002595,豪迈科技,13,37.68
1016,SZ300887,谱尼测试,13,12.12
1017,SZ002184,海得控制,13,12.21
1018,SZ300846,首都在线,13,11.01
1019,SZ001332,锡装股份,13,28.88
1020,SZ000705,浙江震元,13,7.64
1021,SH600819,耀皮玻璃,13,5.03
1022,SZ301288,清研环境,13,15.5
1023,SZ301128,强瑞技术,13,38.6
1024,SZ301213,观想科技,13,30.49
1025,SH605005,合兴股份,13,15.93
1026,SH603357,设计总院,13,9.55
1027,SZ001282,三联锻造,13,30.18
1028,SZ300547,川环科技,13,18.13
1029,SZ301488,豪恩汽电,13,55.19
1030,SZ002146,荣盛发展,13,1.42
1031,SZ002422,科伦药业,13,29.76
1032,SH600004,白云机场,13,10.05
1033,SZ300936,中英科技,13,33.22
1034,SZ300921,南凌科技,13,18.24
1035,SH600487,亨通光电,12,12.51
1036,SH600537,亿晶光电,12,4.04
1037,SH601816,京沪高铁,12,5.03
1038,SZ000999,华润三九,12,54.7
1039,SH603168,莎普爱思,12,9.33
1040,SZ000963,华东医药,12,29.0
1041,SH603118,共进股份,12,8.04
1042,SZ300136,信维通信,12,18.27
1043,SZ300182,捷成股份,12,5.12
1044,SH603607,京华激光,12,13.71
1045,SH688562,航天软件,12,15.61
1046,SZ300289,利德曼,12,4.62
1047,SH603228,景旺电子,12,19.32
1048,SZ000068,华控赛格,12,3.84
1049,SH600721,百花医药,12,5.78
1050,SH600702,舍得酒业,12,71.9
1051,SH688608,恒玄科技,12,117.52
1052,SZ301512,智信精密,12,47.41
1053,SZ300498,温氏股份,12,18.12
1054,SZ002207,准油股份,12,6.45
1055,SZ002252,上海莱士,12,6.77
1056,SZ000860,顺鑫农业,12,16.39
1057,SH600006,东风汽车,12,7.28
1058,SZ300610,晨化股份,12,9.67
1059,SZ001331,胜通能源,12,14.03
1060,SZ300207,欣旺达,12,13.85
1061,SZ300313,*ST天山,12,7.99
1062,SZ300346,南大光电,12,24.24
1063,SZ002912,中新赛克,12,24.72
1064,SH600845,宝信软件,12,37.11
1065,SZ300985,致远新能,12,30.17
1066,SH603209,兴通股份,12,14.62
1067,SH603045,福达合金,12,13.63
1068,SH603051,鹿山新材,12,25.05
1069,SH600853,龙建股份,12,3.73
1070,SH603078,江化微,12,12.17
1071,SZ300008,天海防务,12,3.62
1072,SH603050,科林电气,12,27.01
1073,SH688700,东威科技,12,34.03
1074,SZ002163,海南发展,12,7.66
1075,SH603803,瑞斯康达,12,6.53
1076,BJ833874,泰祥股份,12,19.63
1077,SZ000584,ST工智,12,2.57
1078,SZ300253,卫宁健康,12,6.61
1079,SZ000400,许继电气,12,27.08
1080,SZ301418,协昌科技,12,38.52
1081,SH603399,吉翔股份,12,7.85
1082,SZ301025,读客文化,12,13.94
1083,SH600239,云南城投,12,2.1
1084,SZ300629,新劲刚,12,17.55
1085,SH603948,建业股份,12,22.37
1086,SZ001326,联域股份,12,39.34
1087,SZ002213,大为股份,12,11.75
1088,SZ002271,东方雨虹,12,14.38
1089,SH605162,新中港,12,7.64
1090,SZ301192,泰祥股份,12,15.22
1091,SZ000630,铜陵有色,12,4.19
1092,SH688166,博瑞医药,12,27.6
1093,SH603477,巨星农牧,12,33.75
1094,SH600639,浦东金桥,12,10.92
1095,SH600490,鹏欣资源,12,3.62
1096,SH603378,亚士创能,12,6.12
1097,SZ002189,中光学,12,15.64
1098,SZ300381,溢多利,12,5.23
1099,SZ300588,熙菱信息,12,8.95
1100,SH603332,苏州龙杰,12,8.53
1101,SH601028,玉龙股份,12,12.6
1102,SH600838,上海九百,12,7.07
1103,SH600640,国脉文化,12,12.88
1104,SH601975,招商南油,12,3.75
1105,SZ000426,兴业银锡,12,13.91
1106,SZ002015,协鑫能科,12,9.77
1107,SZ000821,京山轻机,12,14.38
1108,SH600243,青海华鼎,12,3.97
1109,SZ300213,佳讯飞鸿,12,6.3
1110,SZ300251,光线传媒,12,9.8
1111,SZ002369,卓翼科技,12,4.33
1112,SZ300429,强力新材,12,10.67
1113,SZ002517,恺英网络,12,11.26
1114,SZ300968,格林精密,12,8.55
1115,SZ002915,中欣氟材,12,12.75
1116,SZ300722,新余国科,12,21.26
1117,SZ002518,科士达,12,22.12
1118,SZ300408,三环集团,12,24.98
1119,SZ300545,联得装备,12,24.61
1120,SZ001209,洪兴股份,12,15.77
1121,SH603890,春秋电子,12,8.66
1122,SZ300912,凯龙高科,12,12.72
1123,SH600468,百利电气,11,4.58
1124,SZ002081,金螳螂,11,3.23
1125,SH605188,国光连锁,11,8.11
1126,SZ300280,紫天科技,11,37.23
1127,SZ300166,东方国信,11,7.39
1128,SZ300565,科信技术,11,10.96
1129,SH688469,芯联集成-U,11,4.7
1130,SH688418,震有科技,11,18.24
1131,SH603276,恒兴新材,11,22.88
1132,SZ000430,张家界,11,7.3
1133,SZ000421,南京公用,11,5.52
1134,SZ301387,光大同创,11,45.53
1135,SH603392,万泰生物,11,77.14
1136,SZ002601,龙佰集团,11,19.73
1137,SZ001296,长江材料,11,23.13
1138,SZ300761,立华股份,11,20.64
1139,SZ300780,德恩精工,11,16.95
1140,SZ002331,皖通科技,11,7.32
1141,SZ300899,上海凯鑫,11,22.27
1142,SH603881,数据港,11,17.55
1143,SH603656,泰禾智能,11,12.8
1144,SZ000848,承德露露,11,8.36
1145,SZ003010,若羽臣,11,15.59
1146,SH600129,太极集团,11,32.27
1147,SZ002561,徐家汇,11,9.44
1148,SZ001317,三羊马,11,29.84
1149,BJ831726,朱老六,11,7.51
1150,SZ300532,今天国际,11,13.8
1151,SZ002600,领益智造,11,5.14
1152,SZ300556,丝路视觉,11,20.9
1153,SZ300943,春晖智控,11,10.89
1154,SH601211,国泰君安,11,13.05
1155,SZ300971,博亚精工,11,19.19
1156,SH688130,晶华微,11,31.39
1157,SH600522,中天科技,11,13.34
1158,SH600610,中毅达,11,5.19
1159,SH603444,吉比特,11,168.99
1160,SZ002181,粤传媒,11,4.09
1161,SH600383,金地集团,11,3.29
1162,SH601766,中国中车,11,6.78
1163,SH600268,国电南自,11,7.19
1164,SZ002117,东港股份,11,8.12
1165,SZ000410,沈阳机床,11,7.34
1166,SZ000564,ST大集,11,1.9
1167,SZ301399,英特科技,11,31.84
1168,SZ301289,国缆检测,11,39.61
1169,SZ301369,联动科技,11,42.32
1170,SH600905,三峡能源,11,4.78
1171,SH603518,锦泓集团,11,10.2
1172,SH603170,宝立食品,11,14.99
1173,SH603021,山东华鹏,11,3.86
1174,SH601528,瑞丰银行,11,4.9
1175,SH688249,晶合集成,11,13.36
1176,SH603215,比依股份,11,18.27
1177,SH603886,元祖股份,11,16.02
1178,SH603612,索通发展,11,13.72
1179,SZ002239,奥特佳,11,2.82
1180,SH603236,移远通信,11,38.43
1181,SZ002441,众业达,11,7.96
1182,SZ300749,顶固集创,11,6.61
1183,SZ300747,锐科激光,11,19.57
1184,SZ300776,帝尔激光,11,41.74
1185,SZ003816,中国广核,11,4.09
1186,SZ002276,万马股份,11,8.58
1187,SH603773,沃格光电,11,26.88
1188,SZ000911,广农糖业,11,8.45
1189,SZ301357,北方长龙,11,33.27
1190,SZ301321,翰博高新,11,15.47
1191,SZ301315,威士顿,11,50.94
1192,BJ833994,翰博高新,11,32.9
1193,SH600513,联环药业,11,8.92
1194,SH601860,紫金银行,11,2.57
1195,SH601699,潞安环能,11,21.77
1196,SH601717,郑煤机,11,16.22
1197,SZ003004,声迅股份,11,22.65
1198,BJ430198,微创光电,11,6.53
1199,SZ001378,德冠新材,11,31.55
1200,SZ301357,北方长龙,11,33.27
1201,SZ301321,翰博高新,11,15.47
1202,SH600081,东风科技,11,10.08
1203,SH688472,阿特斯,11,11.69
1204,SZ002405,四维图新,11,7.18
1205,SZ002465,海格通信,11,10.5
1206,SH603708,家家悦,11,10.8
1207,SH603610,麒盛科技,11,10.9
1208,SH688636,智明达,11,42.34
1209,SZ001236,弘业期货,11,8.98
1210,SZ300730,科创信息,11,9.43
1211,SZ000066,中国长城,11,9.04
1212,SZ002126,银轮股份,11,17.46
1213,SH600380,健康元,11,11.5
1214,SH601555,东吴证券,11,6.65
1215,SH601566,九牧王,11,10.19
1216,SZ003005,竞业达,11,25.03
1217,SH600835,上海机电,11,12.8
1218,SZ000599,青岛双星,11,4.49
1219,SZ002878,元隆雅图,11,13.16
1220,SZ000729,燕京啤酒,11,9.49
1221,SZ000722,湖南发展,11,9.66
1222,SZ000737,北方铜业,11,10.37
1223,SZ300847,中船汉光,11,14.52
1224,SH603690,至纯科技,11,24.43
1225,SH600019,宝钢股份,11,6.74
1226,SZ300380,安硕信息,11,15.54
1227,SH600096,云天化,11,19.35
1228,SZ002535,林州重机,11,4.43
1229,SZ002201,正威新材,11,5.53
1230,SH603619,中曼石油,11,28.66
1231,SZ002750,龙津药业,11,6.77
1232,SH688343,云天励飞-U,11,29.31
1233,SH600410,华胜天成,10,5.16
1234,SH600285,羚锐制药,10,22.18
1235,SZ002048,宁波华翔,10,12.75
1236,SH603169,兰石重装,10,5.27
1237,SH600985,淮北矿业,10,18.65
1238,SH600624,复旦复华,10,4.42
1239,SH605555,德昌股份,10,18.62
1240,SH603577,汇金通,10,7.55
1241,SZ301230,泓博医药,10,34.87
1242,SH688539,高华科技,10,34.93
1243,SZ002856,美芝股份,10,7.95
1244,SZ300155,安居宝,10,3.77
1245,SZ002870,香山股份,10,31.25
1246,SZ301132,满坤科技,10,21.63
1247,SH688091,上海谊众,10,40.15
1248,SZ000156,华数传媒,10,7.09
1249,SZ300875,捷强装备,10,28.49
1250,SH600026,中远海能,10,16.16
1251,SH603682,锦和商管,10,4.65
1252,SH603719,良品铺子,10,15.56
1253,SH600312,平高电气,10,15.41
1254,SH600455,博通股份,10,19.21
1255,SH600363,联创光电,10,30.09
1256,SH600208,新湖中宝,10,2.03
1257,SH600055,万东医疗,10,14.48
1258,SZ002137,实益达,10,5.17
1259,SZ002387,维信诺,10,7.68
1260,SZ002765,蓝黛科技,10,4.79
1261,SH688347,华虹公司,10,29.61
1262,SH688671,碧兴物联,10,23.48
1263,SZ002424,贵州百灵,10,7.16
1264,SH600481,双良节能,10,7.29
1265,SH600566,济川药业,10,41.85
1266,SH601890,亚星锚链,10,8.03
1267,SZ000603,盛达资源,10,16.13
1268,SZ000753,漳州发展,10,3.46
1269,SZ000622,恒立实业,10,3.44
1270,SH601998,中信银行,10,6.48
1271,SZ000555,神州信息,10,10.97
1272,SZ301305,朗坤环境,10,16.94
